user_id,persona,date,day_of_week,is_weekend,sleep_hours,study_hours,screen_time_hours,exercise_mins,mood_score,stress_level,caffeine_intake,water_litres,deep_focus_blocks,social_media_mins,productivity_score,burnout_risk
19,high_stress,2024-03-04,Monday,0,5.7,8.3,6.4,20,2.6,3.5,3,2.5,5,9,73.2,Medium
19,high_stress,2024-03-05,Tuesday,0,7.1,5.9,6.4,19,2.5,4.2,5,2.5,4,5,51.6,Medium
19,high_stress,2024-03-06,Wednesday,0,5.5,7.7,6.9,16,2.7,3.8,4,3.2,4,16,57.7,Medium
19,high_stress,2024-03-07,Thursday,0,6.5,7.0,4.9,20,2.5,4.2,3,2.7,4,0,64.2,Medium
19,high_stress,2024-03-08,Friday,0,5.3,6.3,6.0,20,3.1,4.2,4,2.6,3,19,54.6,Medium
19,high_stress,2024-03-09,Saturday,1,4.4,6.3,7.1,18,2.5,4.7,3,2.9,3,0,37.7,High
19,high_stress,2024-03-10,Sunday,1,5.3,6.3,6.5,5,2.1,4.1,4,2.6,3,6,39.3,Medium
19,high_stress,2024-03-11,Monday,0,5.9,7.4,8.6,9,2.2,4.3,4,2.5,3,0,41.6,High
19,high_stress,2024-03-12,Tuesday,0,5.6,6.7,6.9,11,2.0,5.0,3,2.7,4,15,40.9,High
19,high_stress,2024-03-13,Wednesday,0,5.2,6.6,6.2,11,2.9,4.2,5,2.1,3,5,42.8,High
19,high_stress,2024-03-14,Thursday,0,5.1,9.4,8.5,9,2.2,4.6,4,2.7,5,13,53.2,High
19,high_stress,2024-03-15,Friday,0,5.3,6.5,5.5,25,1.9,4.4,5,2.9,4,4,41.8,High
19,high_stress,2024-03-16,Saturday,1,4.3,6.8,6.9,15,2.7,4.5,5,2.1,4,0,40.3,High
19,high_stress,2024-03-17,Sunday,1,3.5,4.8,5.9,17,2.3,4.4,3,2.5,2,0,25.9,High
19,high_stress,2024-03-18,Monday,0,5.6,6.6,6.6,9,3.1,4.3,4,2.3,4,1,51.2,Medium
19,high_stress,2024-03-19,Tuesday,0,6.4,7.9,7.5,9,2.6,4.2,5,2.5,6,0,60.6,Medium
19,high_stress,2024-03-20,Wednesday,0,4.9,6.6,6.7,23,2.1,4.4,5,2.8,3,0,42.8,High
19,high_stress,2024-03-21,Thursday,0,5.4,8.1,5.9,5,2.6,4.3,5,2.3,4,0,51.6,Medium
19,high_stress,2024-03-22,Friday,0,6.9,7.6,6.7,8,2.7,3.7,5,2.7,5,9,61.4,Medium
19,high_stress,2024-03-23,Saturday,1,4.2,5.6,5.9,11,2.2,3.5,5,2.0,3,0,33.4,High
19,high_stress,2024-03-24,Sunday,1,4.0,7.7,7.1,3,2.1,3.4,3,2.8,4,21,45.5,High
19,high_stress,2024-03-25,Monday,0,5.5,6.5,7.7,24,2.6,4.0,5,2.1,4,5,44.4,Medium
19,high_stress,2024-03-26,Tuesday,0,5.8,7.3,6.1,10,2.5,4.0,4,2.7,4,11,53.6,Medium
19,high_stress,2024-03-27,Wednesday,0,5.0,6.8,6.3,13,2.4,4.1,5,2.5,3,1,48.4,High
19,high_stress,2024-03-28,Thursday,0,5.4,7.3,6.9,17,3.0,4.6,4,2.7,5,2,58.6,High
19,high_stress,2024-03-29,Friday,0,6.4,10.6,5.8,18,2.2,4.9,4,2.6,6,0,78.4,Medium
19,high_stress,2024-03-30,Saturday,1,5.4,5.8,7.0,0,2.8,3.8,4,2.0,3,0,43.4,Medium
20,high_performer,2024-01-01,Monday,0,7.8,8.0,4.4,43,3.7,2.2,2,2.5,4,10,95.5,Low
20,high_performer,2024-01-02,Tuesday,0,8.4,7.7,3.0,49,4.2,2.0,2,2.1,4,16,100.0,Low
20,high_performer,2024-01-03,Wednesday,0,7.7,8.2,2.9,67,3.9,2.0,3,2.9,5,0,100.0,Low
20,high_performer,2024-01-04,Thursday,0,7.6,7.7,3.3,39,4.6,1.7,2,2.7,3,0,96.8,Low
20,high_performer,2024-01-05,Friday,0,7.4,8.1,3.6,44,4.1,2.3,2,2.3,4,11,100.0,Low
20,high_performer,2024-01-06,Saturday,1,7.3,5.8,3.5,51,3.8,1.7,1,2.3,3,0,87.1,Low
20,high_performer,2024-01-07,Sunday,1,6.8,7.1,4.4,47,4.3,1.8,2,2.5,5,0,99.4,Low
20,high_performer,2024-01-08,Monday,0,8.4,9.4,3.8,41,4.3,1.8,3,2.5,5,4,100.0,Low
20,high_performer,2024-01-09,Tuesday,0,7.2,8.5,2.4,47,4.8,1.9,1,2.5,5,9,100.0,Low
20,high_performer,2024-01-10,Wednesday,0,6.7,8.8,4.6,41,4.4,1.3,3,2.9,5,0,99.3,Low
20,high_performer,2024-01-11,Thursday,0,7.1,7.3,3.8,38,4.2,2.3,1,2.5,6,0,97.1,Low
20,high_performer,2024-01-12,Friday,0,7.6,8.1,3.1,49,3.7,2.1,3,3.0,5,8,100.0,Low
20,high_performer,2024-01-13,Saturday,1,6.7,6.5,2.5,38,4.0,1.6,1,2.8,4,4,86.5,Low
20,high_performer,2024-01-14,Sunday,1,6.4,7.2,2.9,46,4.0,1.8,2,2.5,4,6,99.2,Low
20,high_performer,2024-01-15,Monday,0,7.4,6.1,3.9,51,4.6,2.1,2,2.6,3,0,90.5,Low
20,high_performer,2024-01-16,Tuesday,0,8.3,7.2,3.2,59,4.3,1.7,2,2.3,4,25,100.0,Low
20,high_performer,2024-01-17,Wednesday,0,7.3,8.0,5.1,64,4.3,2.3,2,2.5,5,0,100.0,Low
20,high_performer,2024-01-18,Thursday,0,7.6,8.2,3.6,58,4.3,1.7,2,2.3,4,0,100.0,Low
20,high_performer,2024-01-19,Friday,0,7.9,7.8,3.2,66,3.1,1.8,3,2.6,3,18,95.5,Low
20,high_performer,2024-01-20,Saturday,1,7.0,5.7,3.9,40,4.5,1.9,3,3.1,3,5,86.2,Low
20,high_performer,2024-01-21,Sunday,1,5.9,6.4,3.3,39,4.5,2.3,1,2.4,3,0,83.1,Low
20,high_performer,2024-01-22,Monday,0,7.7,7.1,3.3,63,4.0,1.8,1,2.5,4,0,100.0,Low
20,high_performer,2024-01-23,Tuesday,0,6.7,7.2,2.2,56,4.7,1.9,2,2.9,4,0,100.0,Low
20,high_performer,2024-01-24,Wednesday,0,6.5,7.8,3.7,42,3.5,2.3,2,3.0,4,0,87.1,Low
20,high_performer,2024-01-25,Thursday,0,6.8,6.9,3.0,52,4.2,1.8,2,2.1,4,16,92.2,Low
20,high_performer,2024-01-26,Friday,0,7.5,8.0,2.8,55,3.7,1.9,2,2.1,5,8,100.0,Low
20,high_performer,2024-01-27,Saturday,1,6.7,6.2,3.4,48,3.9,1.7,2,2.7,3,14,85.9,Low
20,high_performer,2024-01-28,Sunday,1,6.7,6.8,3.9,30,4.7,2.1,1,2.6,3,0,92.2,Low
20,high_performer,2024-01-29,Monday,0,8.0,8.1,3.0,47,4.7,1.9,2,3.0,5,8,100.0,Low
20,high_performer,2024-01-30,Tuesday,0,8.1,8.6,3.1,52,4.1,1.6,3,2.2,4,16,100.0,Low
20,high_performer,2024-01-31,Wednesday,0,8.0,8.9,3.0,54,4.1,2.1,2,3.3,5,11,100.0,Low
20,high_performer,2024-02-01,Thursday,0,7.3,7.4,3.9,54,4.3,1.6,1,2.5,3,0,97.3,Low
20,high_performer,2024-02-02,Friday,0,7.4,7.9,2.6,44,4.0,2.0,1,2.8,4,15,100.0,Low
20,high_performer,2024-02-03,Saturday,1,5.9,7.6,3.8,53,4.2,2.4,3,2.8,5,0,94.1,Low
20,high_performer,2024-02-04,Sunday,1,4.8,6.9,4.0,53,4.3,1.7,1,2.0,5,0,91.8,Low
20,high_performer,2024-02-05,Monday,0,7.5,7.9,5.0,66,4.0,2.5,1,2.8,4,0,99.3,Low
20,high_performer,2024-02-06,Tuesday,0,8.1,7.4,4.6,57,4.3,2.0,3,2.5,5,0,100.0,Low
20,high_performer,2024-02-07,Wednesday,0,8.0,8.0,2.6,59,3.8,2.5,3,2.6,5,9,99.8,Low
20,high_performer,2024-02-08,Thursday,0,8.3,8.7,3.9,39,4.0,2.5,2,2.3,4,0,100.0,Low
20,high_performer,2024-02-09,Friday,0,8.4,7.5,3.9,44,4.5,1.9,1,3.0,4,0,100.0,Low
20,high_performer,2024-02-10,Saturday,1,6.0,7.5,3.9,34,3.9,3.1,2,2.4,5,10,83.7,Low
20,high_performer,2024-02-11,Sunday,1,5.9,5.5,3.0,28,5.0,1.6,3,2.8,3,0,82.1,Low
20,high_performer,2024-02-12,Monday,0,7.6,8.3,2.8,58,4.2,1.8,2,2.7,5,0,100.0,Low
20,high_performer,2024-02-13,Tuesday,0,8.0,8.4,2.8,50,4.0,2.1,1,3.5,4,0,100.0,Low
20,high_performer,2024-02-14,Wednesday,0,8.1,8.0,2.6,57,5.0,2.3,2,2.5,5,2,100.0,Low
20,high_performer,2024-02-15,Thursday,0,8.1,6.8,4.2,49,4.6,2.0,3,2.0,4,10,95.1,Low
20,high_performer,2024-02-16,Friday,0,7.5,7.4,2.7,49,4.6,2.1,1,2.6,3,12,98.7,Low
20,high_performer,2024-02-17,Saturday,1,5.9,6.6,2.9,42,3.9,1.8,1,2.8,4,8,85.2,Low
20,high_performer,2024-02-18,Sunday,1,6.7,5.9,3.7,56,4.5,2.1,2,2.5,4,1,79.5,Low
20,high_performer,2024-02-19,Monday,0,8.3,7.7,3.5,46,5.0,2.1,2,2.5,5,2,100.0,Low
20,high_performer,2024-02-20,Tuesday,0,6.9,8.1,3.8,49,4.3,2.0,1,2.8,4,7,100.0,Low
20,high_performer,2024-02-21,Wednesday,0,6.8,8.5,3.8,44,4.3,1.7,1,2.3,5,2,100.0,Low
20,high_performer,2024-02-22,Thursday,0,7.9,8.2,5.3,42,4.2,2.6,2,2.5,5,0,98.2,Low
20,high_performer,2024-02-23,Friday,0,7.7,7.5,3.7,52,4.2,1.2,2,2.5,4,3,100.0,Low
20,high_performer,2024-02-24,Saturday,1,6.2,5.5,3.9,40,3.6,2.4,2,2.8,3,4,72.1,Low
20,high_performer,2024-02-25,Sunday,1,5.8,4.6,2.8,34,4.3,2.1,2,2.2,2,11,72.3,Low
20,high_performer,2024-02-26,Monday,0,7.7,8.2,2.6,43,4.8,1.8,1,2.7,4,0,100.0,Low
20,high_performer,2024-02-27,Tuesday,0,8.2,8.9,3.9,46,4.3,1.9,2,3.0,5,0,100.0,Low
20,high_performer,2024-02-28,Wednesday,0,8.7,7.7,2.8,46,3.8,1.8,2,1.9,3,7,99.3,Low
20,high_performer,2024-02-29,Thursday,0,8.0,7.2,4.2,56,4.0,3.1,3,2.0,4,10,87.6,Low
20,high_performer,2024-03-01,Friday,0,6.7,8.9,4.2,47,4.3,2.5,1,2.7,6,0,100.0,Low
20,high_performer,2024-03-02,Saturday,1,6.2,6.0,4.8,37,4.6,1.8,2,2.6,4,0,85.0,Low
20,high_performer,2024-03-03,Sunday,1,7.0,7.0,4.2,41,3.8,1.7,1,2.0,4,0,93.8,Low
20,high_performer,2024-03-04,Monday,0,7.9,9.2,3.4,53,4.4,2.3,2,2.1,5,24,100.0,Low
20,high_performer,2024-03-05,Tuesday,0,9.3,8.5,2.9,56,4.4,1.3,3,2.8,5,0,100.0,Low
20,high_performer,2024-03-06,Wednesday,0,7.8,6.5,2.7,55,4.0,1.9,1,2.4,3,13,92.7,Low
20,high_performer,2024-03-07,Thursday,0,7.8,8.3,4.2,60,4.3,1.6,1,2.1,5,0,100.0,Low
20,high_performer,2024-03-08,Friday,0,7.6,8.0,3.5,38,4.5,1.0,3,2.0,4,0,100.0,Low
20,high_performer,2024-03-09,Saturday,1,6.2,8.0,4.1,42,4.1,2.7,2,2.7,4,2,91.5,Low
20,high_performer,2024-03-10,Sunday,1,5.8,6.6,4.1,44,4.7,2.0,2,2.7,4,6,87.2,Low
20,high_performer,2024-03-11,Monday,0,7.7,6.4,4.6,41,4.2,2.1,3,3.0,3,16,87.5,Low
20,high_performer,2024-03-12,Tuesday,0,7.7,7.8,2.1,58,3.8,1.1,1,2.5,6,29,100.0,Low
20,high_performer,2024-03-13,Wednesday,0,7.8,9.6,4.3,45,3.9,2.7,3,2.5,6,14,100.0,Low
20,high_performer,2024-03-14,Thursday,0,8.0,8.0,3.9,50,3.9,2.1,1,2.9,4,0,100.0,Low
20,high_performer,2024-03-15,Friday,0,8.3,6.9,2.8,50,4.2,2.5,3,2.5,4,0,100.0,Low
20,high_performer,2024-03-16,Saturday,1,5.8,5.0,4.1,39,4.1,1.8,2,2.8,3,0,74.4,Low
20,high_performer,2024-03-17,Sunday,1,7.4,6.0,3.9,59,3.5,1.6,2,2.3,4,2,92.6,Low
20,high_performer,2024-03-18,Monday,0,8.2,7.6,4.0,43,3.8,2.1,2,2.5,5,0,97.3,Low
20,high_performer,2024-03-19,Tuesday,0,8.1,7.5,2.6,39,4.3,2.1,2,2.1,4,12,100.0,Low
20,high_performer,2024-03-20,Wednesday,0,7.4,8.0,3.2,56,4.1,2.8,1,2.4,4,2,97.2,Low
20,high_performer,2024-03-21,Thursday,0,7.8,8.2,4.0,52,4.1,2.4,3,1.8,4,0,96.8,Low
20,high_performer,2024-03-22,Friday,0,6.3,7.9,4.3,45,4.5,2.2,3,2.7,4,7,89.2,Low
20,high_performer,2024-03-23,Saturday,1,6.3,6.0,2.7,45,4.1,2.4,2,2.3,3,2,78.6,Low
20,high_performer,2024-03-24,Sunday,1,7.0,6.5,3.5,45,4.3,2.1,1,2.5,3,0,91.6,Low
20,high_performer,2024-03-25,Monday,0,7.6,7.7,4.0,60,4.2,2.3,2,2.5,5,9,100.0,Low
20,high_performer,2024-03-26,Tuesday,0,7.7,9.2,3.9,31,4.6,2.4,1,2.7,5,8,100.0,Low
20,high_performer,2024-03-27,Wednesday,0,7.7,7.9,3.9,54,2.8,1.8,1,2.3,4,8,91.9,Low
20,high_performer,2024-03-28,Thursday,0,7.7,7.5,5.0,48,4.3,2.0,1,2.4,3,12,93.2,Low
20,high_performer,2024-03-29,Friday,0,7.7,8.2,4.1,55,4.7,2.1,1,2.9,4,7,100.0,Low
20,high_performer,2024-03-30,Saturday,1,5.4,7.0,3.9,45,3.9,2.1,1,2.4,4,9,76.8,Low
21,balanced,2024-01-01,Monday,0,7.9,4.1,4.2,34,4.2,2.5,3,2.3,2,0,66.3,Low
21,balanced,2024-01-02,Tuesday,0,7.5,4.2,3.7,39,4.0,2.1,2,2.9,2,2,68.4,Low
21,balanced,2024-01-03,Wednesday,0,7.0,3.3,4.5,27,3.5,2.6,3,2.6,3,0,55.5,Low
21,balanced,2024-01-04,Thursday,0,6.8,4.0,4.6,50,4.1,2.3,1,2.4,2,0,67.4,Low
21,balanced,2024-01-05,Friday,0,6.6,4.5,4.3,39,3.4,1.8,1,2.4,2,0,67.4,Low
21,balanced,2024-01-06,Saturday,1,5.3,4.0,3.8,16,4.8,1.8,1,2.5,2,5,66.4,Low
21,balanced,2024-01-07,Sunday,1,5.7,4.7,3.9,33,3.3,2.5,3,2.4,3,0,62.3,Low
21,balanced,2024-01-08,Monday,0,6.5,5.5,3.5,27,4.1,2.3,1,2.2,3,0,74.9,Low
21,balanced,2024-01-09,Tuesday,0,6.7,5.6,3.7,49,3.8,1.5,1,2.7,4,11,87.7,Low
21,balanced,2024-01-10,Wednesday,0,6.9,6.0,3.6,35,3.9,2.6,1,2.4,3,11,78.2,Low
21,balanced,2024-01-11,Thursday,0,6.1,3.7,4.7,19,4.1,2.6,2,2.5,2,1,57.8,Low
21,balanced,2024-01-12,Friday,0,7.4,4.4,2.9,25,3.5,2.3,3,2.4,2,15,65.9,Low
21,balanced,2024-01-13,Saturday,1,6.6,2.7,3.7,17,3.8,2.5,1,2.1,2,13,58.8,Low
21,balanced,2024-01-14,Sunday,1,6.7,4.6,4.3,33,3.8,2.1,1,2.3,3,0,68.9,Low
21,balanced,2024-01-15,Monday,0,6.8,6.9,3.2,23,3.9,2.2,1,2.5,5,21,89.5,Low
21,balanced,2024-01-16,Tuesday,0,6.5,4.6,4.6,35,3.7,2.6,2,2.9,2,17,65.1,Low
21,balanced,2024-01-17,Wednesday,0,7.2,4.0,3.8,41,4.3,2.2,1,2.6,2,0,74.3,Low
21,balanced,2024-01-18,Thursday,0,6.4,5.8,4.3,27,4.0,1.9,1,3.0,3,0,78.4,Low
21,balanced,2024-01-19,Friday,0,6.6,4.7,5.7,37,4.0,2.1,3,2.2,2,2,64.0,Low
21,balanced,2024-01-20,Saturday,1,6.0,3.6,5.1,19,3.5,2.4,2,2.3,2,3,53.6,Low
21,balanced,2024-01-21,Sunday,1,6.5,3.6,2.9,29,3.6,1.7,2,2.1,2,0,68.6,Low
21,balanced,2024-01-22,Monday,0,8.2,5.6,4.8,46,5.0,2.2,1,2.1,3,0,89.7,Low
21,balanced,2024-01-23,Tuesday,0,6.2,4.4,3.3,25,2.9,2.3,3,1.9,2,9,60.4,Low
21,balanced,2024-01-24,Wednesday,0,7.0,4.5,3.3,25,3.0,2.3,2,2.6,3,3,66.9,Low
21,balanced,2024-01-25,Thursday,0,6.2,6.2,4.4,47,4.1,1.4,2,2.7,3,10,86.7,Low
21,balanced,2024-01-26,Friday,0,7.0,5.7,4.3,32,3.7,2.3,3,2.5,3,0,75.8,Low
21,balanced,2024-01-27,Saturday,1,6.9,2.8,4.7,21,4.0,2.0,1,2.1,3,0,60.6,Low
21,balanced,2024-01-28,Sunday,1,6.0,3.6,5.0,27,3.4,2.4,3,2.0,2,2,52.8,Low
21,balanced,2024-01-29,Monday,0,6.5,4.0,2.7,36,3.7,2.6,3,2.6,2,1,61.6,Low
21,balanced,2024-01-30,Tuesday,0,7.9,4.3,6.2,40,3.5,1.7,1,2.2,2,0,67.4,Low
21,balanced,2024-01-31,Wednesday,0,6.8,5.7,4.0,24,3.5,1.0,1,2.9,3,0,84.0,Low
21,balanced,2024-02-01,Thursday,0,6.2,4.6,3.7,28,3.4,1.6,3,2.2,2,3,61.5,Low
21,balanced,2024-02-02,Friday,0,6.5,6.0,4.2,34,3.9,2.3,1,2.5,4,11,73.3,Low
21,balanced,2024-02-03,Saturday,1,5.1,4.3,2.8,21,3.5,2.1,3,2.4,3,8,61.2,Low
21,balanced,2024-02-04,Sunday,1,5.2,4.8,4.1,20,4.1,1.7,3,2.7,2,0,60.1,Low
21,balanced,2024-02-05,Monday,0,7.4,4.1,4.8,22,3.4,2.3,3,2.3,2,6,59.7,Low
21,balanced,2024-02-06,Tuesday,0,7.5,4.9,3.8,40,4.1,1.6,3,2.4,3,11,83.6,Low
21,balanced,2024-02-07,Wednesday,0,8.4,3.6,4.6,39,3.7,3.1,1,2.9,2,10,72.3,Low
21,balanced,2024-02-08,Thursday,0,6.9,4.4,4.5,34,3.6,2.1,1,1.8,2,0,70.1,Low
21,balanced,2024-02-09,Friday,0,6.6,5.8,4.5,30,3.7,2.9,2,2.2,3,15,67.6,Low
21,balanced,2024-02-10,Saturday,1,6.2,3.5,4.8,37,4.5,2.2,2,2.7,2,17,61.3,Low
21,balanced,2024-02-11,Sunday,1,6.0,3.5,2.8,31,4.6,2.2,2,2.3,2,0,64.0,Low
21,balanced,2024-02-12,Monday,0,7.0,5.0,4.6,33,3.7,2.3,3,2.8,3,9,70.6,Low
21,balanced,2024-02-13,Tuesday,0,8.1,5.0,3.8,35,3.7,1.6,1,2.9,3,0,85.1,Low
21,balanced,2024-02-14,Wednesday,0,5.9,4.7,4.2,40,4.2,2.1,1,2.6,2,8,70.3,Low
21,balanced,2024-02-15,Thursday,0,7.4,4.9,4.5,41,4.0,2.0,2,2.4,4,5,78.6,Low
21,balanced,2024-02-16,Friday,0,6.1,5.4,3.6,25,3.6,2.8,3,2.7,3,0,61.7,Low
21,balanced,2024-02-17,Saturday,1,5.2,4.3,4.4,33,3.2,2.2,3,2.4,3,10,57.5,Low
21,balanced,2024-02-18,Sunday,1,5.8,3.8,3.8,14,3.8,1.9,2,2.5,2,0,61.7,Low
21,balanced,2024-02-19,Monday,0,7.4,4.7,3.6,34,3.7,2.4,3,2.1,3,0,64.9,Low
21,balanced,2024-02-20,Tuesday,0,7.4,5.5,4.3,39,4.4,2.1,1,2.3,3,0,80.9,Low
21,balanced,2024-02-21,Wednesday,0,7.8,5.0,4.6,38,3.7,2.7,2,2.1,4,10,74.7,Low
21,balanced,2024-02-22,Thursday,0,7.6,5.0,4.2,41,3.4,2.2,1,2.5,3,0,80.4,Low
21,balanced,2024-02-23,Friday,0,6.5,4.2,3.8,42,4.2,2.2,3,2.5,3,31,65.7,Low
21,balanced,2024-02-24,Saturday,1,4.1,3.2,4.0,33,3.8,2.2,1,2.5,1,0,48.6,Low
21,balanced,2024-02-25,Sunday,1,6.9,4.5,4.0,15,3.8,2.6,1,2.5,3,11,71.9,Low
21,balanced,2024-02-26,Monday,0,6.6,4.0,4.5,29,3.5,2.8,1,2.4,2,0,57.0,Low
21,balanced,2024-02-27,Tuesday,0,6.7,4.6,4.6,26,4.4,1.7,2,2.5,2,1,70.7,Low
21,balanced,2024-02-28,Wednesday,0,6.8,4.3,3.7,18,4.3,2.8,3,2.5,2,0,62.2,Low
21,balanced,2024-02-29,Thursday,0,7.0,4.6,2.7,45,3.8,2.2,2,2.9,2,0,76.2,Low
21,balanced,2024-03-01,Friday,0,6.8,5.1,4.0,36,4.1,2.0,2,2.4,3,4,82.5,Low
21,balanced,2024-03-02,Saturday,1,5.7,4.5,3.5,19,3.8,2.7,3,2.7,2,17,60.6,Low
21,balanced,2024-03-03,Sunday,1,5.4,4.3,4.7,29,3.6,2.2,3,2.5,2,0,53.0,Low
21,balanced,2024-03-04,Monday,0,7.7,3.4,3.2,32,3.8,2.0,3,2.4,2,0,66.7,Low
21,balanced,2024-03-05,Tuesday,0,7.4,2.9,4.5,28,4.4,2.6,3,2.4,2,0,59.2,Low
21,balanced,2024-03-06,Wednesday,0,7.4,3.4,4.0,37,3.5,2.1,3,2.4,1,4,61.1,Low
21,balanced,2024-03-07,Thursday,0,6.7,4.8,5.0,37,3.7,2.2,2,2.6,2,16,65.6,Low
21,balanced,2024-03-08,Friday,0,7.3,3.8,4.6,45,4.3,2.6,3,2.5,2,6,68.1,Low
21,balanced,2024-03-09,Saturday,1,6.4,4.8,3.5,40,3.1,2.0,2,2.8,3,0,70.0,Low
21,balanced,2024-03-10,Sunday,1,6.1,4.6,3.7,20,3.5,2.2,3,2.8,3,0,61.8,Low
21,balanced,2024-03-11,Monday,0,6.8,5.8,3.0,25,4.6,2.2,2,3.0,3,0,86.5,Low
21,balanced,2024-03-12,Tuesday,0,7.4,5.5,3.7,36,3.9,2.7,2,2.3,3,4,83.1,Low
21,balanced,2024-03-13,Wednesday,0,7.1,3.3,3.3,30,3.5,2.2,2,2.5,2,2,62.9,Low
21,balanced,2024-03-14,Thursday,0,7.2,4.9,4.3,23,4.3,2.0,2,2.8,2,31,79.5,Low
21,balanced,2024-03-15,Friday,0,6.9,5.2,4.7,44,3.6,3.2,1,2.9,3,0,62.9,Low
21,balanced,2024-03-16,Saturday,1,4.8,3.5,3.8,34,3.2,2.4,1,2.1,2,0,45.6,Low
21,balanced,2024-03-17,Sunday,1,6.4,3.2,3.7,28,4.1,1.8,1,2.8,1,4,60.1,Low
21,balanced,2024-03-18,Monday,0,7.6,4.6,4.8,25,3.6,2.4,1,2.2,3,8,71.6,Low
21,balanced,2024-03-19,Tuesday,0,7.6,4.1,4.3,35,4.2,2.0,2,2.5,2,6,73.5,Low
21,balanced,2024-03-20,Wednesday,0,7.8,5.1,4.6,33,3.7,2.3,1,2.2,3,18,79.3,Low
21,balanced,2024-03-21,Thursday,0,7.5,5.5,5.0,32,3.4,2.5,1,2.0,2,4,61.8,Low
21,balanced,2024-03-22,Friday,0,6.1,4.0,4.4,36,3.4,1.9,2,2.2,2,21,61.4,Low
21,balanced,2024-03-23,Saturday,1,6.0,3.3,4.3,20,3.0,2.3,1,2.3,3,3,53.4,Low
21,balanced,2024-03-24,Sunday,1,6.2,3.3,3.1,30,3.9,1.9,2,2.4,2,10,66.0,Low
21,balanced,2024-03-25,Monday,0,7.3,3.3,4.5,52,2.7,1.7,1,2.9,1,5,64.3,Low
21,balanced,2024-03-26,Tuesday,0,8.2,5.9,3.8,35,3.4,2.2,2,2.8,2,0,78.3,Low
21,balanced,2024-03-27,Wednesday,0,6.7,4.2,4.0,28,3.6,1.7,1,2.7,2,3,68.2,Low
21,balanced,2024-03-28,Thursday,0,6.4,5.4,4.9,46,3.8,2.6,1,2.1,3,0,70.7,Low
21,balanced,2024-03-29,Friday,0,7.3,4.5,3.6,36,3.3,2.2,1,2.2,3,0,72.9,Low
21,balanced,2024-03-30,Saturday,1,6.0,3.9,4.3,23,3.3,1.8,2,2.6,3,10,60.2,Low
22,low_sleep,2024-01-01,Monday,0,4.9,6.2,8.2,20,2.7,3.4,3,2.4,4,1,51.0,Medium
22,low_sleep,2024-01-02,Tuesday,0,4.6,6.7,7.0,28,3.0,3.2,4,2.9,3,4,44.2,Medium
22,low_sleep,2024-01-03,Wednesday,0,4.5,5.2,6.6,10,2.7,3.6,4,2.8,2,7,33.6,Medium
22,low_sleep,2024-01-04,Thursday,0,5.1,7.2,7.7,21,2.5,3.6,3,3.6,5,2,58.4,Medium
22,low_sleep,2024-01-05,Friday,0,5.1,6.4,7.8,24,3.1,3.7,4,2.5,3,13,51.6,Medium
22,low_sleep,2024-01-06,Saturday,1,3.5,3.7,7.6,18,2.9,3.6,4,2.4,1,12,21.6,High
22,low_sleep,2024-01-07,Sunday,1,4.4,4.6,6.7,27,3.6,3.5,3,2.5,2,0,43.3,Medium
22,low_sleep,2024-01-08,Monday,0,4.0,3.5,7.1,33,3.1,2.8,4,2.8,2,2,34.5,Medium
22,low_sleep,2024-01-09,Tuesday,0,4.4,4.7,7.6,18,3.0,3.5,2,2.2,3,12,34.0,Medium
22,low_sleep,2024-01-10,Wednesday,0,4.5,5.5,6.5,20,3.5,3.6,4,2.6,2,7,44.5,Medium
22,low_sleep,2024-01-11,Thursday,0,3.8,6.6,7.0,1,2.5,3.8,3,2.3,3,0,36.3,High
22,low_sleep,2024-01-12,Friday,0,4.8,6.5,7.1,19,2.7,4.2,3,2.3,4,10,45.8,Medium
22,low_sleep,2024-01-13,Saturday,1,3.0,4.9,7.4,19,2.0,2.9,4,2.6,2,0,31.7,High
22,low_sleep,2024-01-14,Sunday,1,4.2,4.7,7.0,34,2.8,3.5,3,2.3,3,4,36.0,Medium
22,low_sleep,2024-01-15,Monday,0,5.2,7.0,6.5,2,2.9,4.0,4,2.5,3,5,45.4,Medium
22,low_sleep,2024-01-16,Tuesday,0,4.9,7.2,7.6,26,3.0,3.4,3,2.0,4,0,49.9,Medium
22,low_sleep,2024-01-17,Wednesday,0,4.8,6.1,5.1,34,3.0,3.3,3,2.6,4,0,55.3,Medium
22,low_sleep,2024-01-18,Thursday,0,3.6,7.2,7.4,10,2.7,3.1,2,2.5,4,27,44.5,Medium
22,low_sleep,2024-01-19,Friday,0,5.3,6.8,7.2,22,3.3,3.3,4,3.0,4,14,64.3,Medium
22,low_sleep,2024-01-20,Saturday,1,4.3,4.0,6.3,19,2.8,3.7,3,2.7,2,17,27.8,Medium
22,low_sleep,2024-01-21,Sunday,1,4.0,5.4,7.8,0,3.2,3.4,3,2.1,3,0,38.2,High
22,low_sleep,2024-01-22,Monday,0,4.4,6.4,7.0,30,2.9,3.3,4,3.1,3,21,49.9,Medium
22,low_sleep,2024-01-23,Tuesday,0,3.9,6.1,7.8,10,2.6,3.2,2,3.1,4,0,42.1,High
22,low_sleep,2024-01-24,Wednesday,0,4.4,4.9,7.5,23,3.4,3.0,4,2.5,2,5,38.9,Medium
22,low_sleep,2024-01-25,Thursday,0,4.8,5.5,7.1,19,2.7,3.5,4,2.2,3,0,42.7,Medium
